ID;Classe;Subclasse/Elemento;Nome;Status;Efeito;Flavor;Variavel;Custo_Ouro;Arquivos_Referenciados;Decisao
"mage_aero_passo_cefiro";"Mago";"Aeromante (Vento)";"Passo Cefiro";"IMPLEMENTADO";"+20% de velocidade base; aumenta em mais +10% apos usar feiticos por 2s.";"Bisas velozes impulsionam os passos do conjurador apos canalizar o vento das alturas.";"synth_aero_passo_cefiro";"95";"scripts\scr_combat\scr_combat.gml";""
"mage_aero_sobrecarga_estatica";"Mago";"Aeromante (Vento)";"Sobrecarga Estatica";"IMPLEMENTADO";"Mover-se acumula carga eletrica; com 100% de carga, o proximo ataque atordoa por 1s.";"O atrito do ar acumula voltagem estatica no cajado, pronta para paralisar o agressor.";"synth_aero_sobrecarga_estatica";"115";"objects\obj_player\Step_0.gml";""
"mage_aero_tufao_repulsor";"Mago";"Aeromante (Vento)";"Tufao Repulsor";"IMPLEMENTADO";"O Manashield (X) gera uma rajada circular de vento que afasta projeteis inimigos.";"Uma redoma de vento comprimido capaz de desviar flechas e disparos hostis no ar.";"synth_aero_tufao_repulsor";"105";"objects\obj_player\Step_0.gml";""
"mage_aero_salto_tempestuoso";"Mago";"Aeromante (Vento)";"Salto Tempestuoso";"IMPLEMENTADO";"A Distorcao Voltaica (X) recarrega 40% mais rapido se passar por dentro de inimigos.";"O teletransporte eletrico reutiliza a energia estatica colhida no vacuo dos monstros.";"synth_aero_salto_tempestuoso";"135";"objects\obj_player\Step_0.gml";""
"mage_aero_vortice_cortante";"Mago";"Aeromante (Vento)";"Vortice Cortante";"IMPLEMENTADO";"O 3o projetil consecutivo gera um minifuracao no impacto que puxa monstros fracos.";"A sequencia de ataques cria um redemoinho giratorio que suga inimigos desorientados.";"synth_aero_vortice_cortante";"200";"scripts\scr_combat\scr_combat.gml";""
"mage_aero_condutividade_letal";"Mago";"Aeromante (Vento)";"Condutividade Letal";"IMPLEMENTADO";"Inimigos lentos ou molhados sofrem o dobro de dano de raio e choque prolongado.";"A agua acumulada no solo ou nos corpos amplifica a tensao do choque eletrico.";"synth_aero_condutividade_letal";"135";"scripts\scr_combat\scr_combat.gml";""
"mage_aero_olho_furacao";"Mago";"Aeromante (Vento)";"Olho do Furacao";"IMPLEMENTADO";"Esquiva de projeteis aumentada em +15% enquanto o mago estiver em movimento.";"A pressao atmosferica cria um bolsao de baixa densidade onde disparos erram o alvo.";"synth_aero_olho_furacao";"145";"scripts\scr_combat\scr_combat.gml; objects\obj_enemy_projectile\Step_0.gml";""
"mage_geo_projetil_rochoso";"Mago";"Geomante (Terra)";"Projetil Rochoso";"IMPLEMENTADO";"A magia basica ganha pedras pesadas com +60% de empurrao (knockback).";"Cristais pesados de basalto no nucleo do disparo que empurram agressores para tras.";"synth_geo_projetil_rochoso";"105";"scripts\scr_combat\scr_combat.gml";""
"mage_geo_armadura_granito";"Mago";"Geomante (Terra)";"Armadura de Granito";"IMPLEMENTADO";"+6 de Defesa Fisica permanente e imunidade a cortes fracos.";"Camadas solidas de rochas flutuantes ao redor do manto conferindo protecao contra ferro afiado.";"synth_geo_armadura_granito";"115";"scripts\scr_combat\scr_combat.gml";""
"mage_geo_tremer_terra";"Mago";"Geomante (Terra)";"Tremer da Terra";"IMPLEMENTADO";"O impacto de projeteis em paredes gera uma onda sismica curta no chao causando lentidao.";"O choque dos projeteis contra rochedos e paredes dissipa ondas sismicas no assoalho.";"synth_geo_tremer_terra";"200";"objects\obj_atk_fireball\Step_0.gml";""
"mage_geo_monolito_esmagador";"Mago";"Geomante (Terra)";"Monolito Esmagador";"IMPLEMENTADO";"O Monolito Basaltico (X) desaba no fim da duracao causando 40 de dano em area.";"O pilar basÃ¡ltico implode ao se esgotar, esmagando tudo que estiver preso na gravidade.";"synth_geo_monolito_esmagador";"200";"objects\obj_player\Step_0.gml";""
"mage_geo_espinhos_teluricos";"Mago";"Geomante (Terra)";"Espinhos Teluricos";"IMPLEMENTADO";"Inimigos empurrados contra paredes por magias sofrem o dobro de dano de impacto.";"Monstros arremessados contra obstaculos sofrem a violencia do esmagamento mineral.";"synth_geo_espinhos_teluricos";"135";"objects\obj_enemy_parent\Step_0.gml";""
"mage_geo_coracao_areia";"Mago";"Geomante (Terra)";"Coracao de Areia";"IMPLEMENTADO";"Ganha barreira temporaria igual a 5% do dano causado com magias de terra.";"Areia dourada que se condensa em uma pelicula protetora a cada fragmento arremessado.";"synth_geo_coracao_areia";"200";"scripts\scr_combat\scr_combat.gml";""
"mage_geo_poco_gravitacional";"Mago";"Geomante (Terra)";"Poco Gravitacional";"IMPLEMENTADO";"Inimigos a menos de 70px do mago sofrem 40% de lentidao constante pela gravidade.";"Massa telurica densa no mago que dobra o peso dos monstros que tentam cerca-lo.";"synth_geo_poco_gravitacional";"135";"objects\obj_player\Step_0.gml";""
"mage_geo_estilhaco_basalto";"Mago";"Geomante (Terra)";"Estilhaco de Basalto";"IMPLEMENTADO";"Abates com magias de terra explodem em 4 fragmentos pontiagudos que perfuram alvos.";"A destruicao dos monstros libera lascas afiadas de basalto que atravessam fileiras vizinhas.";"synth_geo_estilhaco_basalto";"145";"scripts\scr_combat\scr_combat.gml";""
"mage_lendario_vapor_fulminante";"Mago";"HÃ­brido (Multi-elemental)";"Vapor Fulminante";"IMPLEMENTADO";"Inimigos queimados e congelados simultaneamente liberam vapor fervente com dano continuo em area.";"Gelo e chamas se chocam descarregando nuvens de vapor superaquecido no ambiente.";"synth_mage_vapor_fulminante";"170";"scripts\scr_combat\scr_combat.gml";""
"mage_lendario_tempestade_areia";"Mago";"HÃ­brido (Multi-elemental)";"Tempestade de Areia";"IMPLEMENTADO";"Projeteis de terra liberam cortinas de areia que fazem inimigos errarem 50% dos ataques.";"Particulas de quartzo sopradas pelo vento cegam a visao de monstros atacantes.";"synth_mage_tempestade_areia";"170";"objects\obj_atk_fireball\Step_0.gml";""
"mage_lendario_gelo_fendido";"Mago";"HÃ­brido (Multi-elemental)";"Gelo Fendido";"IMPLEMENTADO";"Impactos de gelo petrificam o chao, congelando inimigos permanentemente ao pisarem.";"Solo rochoso congelado em permafrost profundo prendendo monstros em armadilhas geladas.";"synth_mage_gelo_fendido";"180";"scripts\scr_combat\scr_combat.gml";""
"mage_lendario_tempestade_plasma";"Mago";"HÃ­brido (Multi-elemental)";"Tempestade de Plasma";"IMPLEMENTADO";"Relampagos inflamam alvos e geram arcos de plasma teleguiados em cascata.";"A fusao de furia ignea e raio gera descargas de plasma violeta teleguiadas.";"synth_mage_tempestade_plasma";"180";"scripts\scr_combat\scr_combat.gml";""
"mage_lendario_avatar_arcano";"Mago";"LendÃ¡rio (Supremo)";"Avatar Arcano";"IMPLEMENTADO";"+30% de Poder Magico total e Manashield absorve 100% de dano por 1s ao ser ativado.";"Dominio supremo da teia mistica transformando o corpo em um condutor de luz pura.";"synth_mage_avatar_arcano";"195";"scripts\scr_combat\scr_combat.gml";""
"mage_lendario_singularidade_dimensional";"Mago";"LendÃ¡rio (Supremo)";"Singularidade Dimensional";"IMPLEMENTADO";"A cada 12s, o proximo feitico cria um buraco negro que suga e desintegra projeteis.";"Colapso do espaco que distorce o ar engolindo projeteis inimigos em um buraco negro.";"synth_mage_singularidade_dimensional";"210";"scripts\scr_combat\scr_combat.gml";""
"mage_lendario_chuva_cometas";"Mago";"LendÃ¡rio (Supremo)";"Chuva de Cometas";"IMPLEMENTADO";"Acertos criticos convocam cometas gigantescos incandescentes que esmagam em area.";"Crateras caindo das estrelas que incendeiam e reduzem salas inteiras a poeira e brasas.";"synth_mage_chuva_cometas";"200";"scripts\scr_combat\scr_combat.gml";""
"mage_lendario_conjurador_supremo";"Mago";"LendÃ¡rio (Supremo)";"Conjurador Supremo";"IMPLEMENTADO";"Elimina o intervalo entre ataques magicos caso acerte 5 feiticos consecutivos.";"Cadencia celestial ininterrupta canalizando magias como uma torrente eterea infinita.";"synth_mage_conjurador_supremo";"220";"objects\obj_player\Step_0.gml";""
"archer_tiro_em_corrida";"Arqueiro";"Base (Tiro RÃ¡pido)";"Tiro em Corrida";"IMPLEMENTADO";"Atirar enquanto se desloca reduz a desaceleracao de movimento em 60%.";"Agilidade magistral que permite disparar flechas velozes sem desacelerar a corrida.";"synth_archer_tiro_em_corrida";"0";"objects\obj_player\Step_0.gml";""
"archer_ponto_cego";"Arqueiro";"Base (Tiro RÃ¡pido)";"Ponto Cego";"IMPLEMENTADO";"Flechas que atingem inimigos a mais de 300px de distancia causam +30% de dano critico.";"Calculo balistico perfeito para acertar pontos vulneraveis no limite maximo da visao.";"synth_archer_ponto_cego";"0";"objects\obj_atk_arrow\Step_0.gml";""
"archer_perfuracao_reta";"Arqueiro";"Base (Tiro RÃ¡pido)";"Perfuracao Reta";"IMPLEMENTADO";"Todas as flechas atravessam 1 inimigo adicional antes de sumir.";"Pontas aerodinamicas que varrem fileiras de inimigos sem perder forca ou desviar do curso.";"synth_archer_perfuracao_reta";"0";"objects\obj_atk_arrow\Step_0.gml";""
"archer_aljava_leve";"Arqueiro";"Base (Tiro RÃ¡pido)";"Aljava Leve";"IMPLEMENTADO";"+20% de velocidade de ataque base com o arco longo.";"Saque rapido das penas e encaixe imediato na corda do arco para disparos continuos.";"synth_archer_aljava_leve";"95";"objects\obj_player\Step_0.gml";""
"archer_pontas_farpadas";"Arqueiro";"Base (Tiro RÃ¡pido)";"Pontas Farpadas";"IMPLEMENTADO";"Acertos criticos aplicam sangramento causando 20% do dano ao longo de 2s.";"Ganchos de ferro na haste das flechas que rasgam carne e deixam sangramentos continuos.";"synth_archer_pontas_farpadas";"135";"scripts\scr_combat\scr_combat.gml";""
"archer_recuo_emergencia";"Arqueiro";"Base (Tiro RÃ¡pido)";"Recuo de Emergencia";"IMPLEMENTADO";"Ao sofrer dano fisico, repele o agressor 90px para tras (recarga: 8s).";"Mola de pressao no arco que empurra atacantes violentamente se o heroi for atingido.";"synth_archer_recuo_emergencia";"65";"scripts\scr_combat\scr_combat.gml";""
"archer_reflexo_cacador";"Arqueiro";"Base (Tiro RÃ¡pido)";"Reflexo do Cacador";"IMPLEMENTADO";"Usar o Rolamento concede +25% de velocidade de ataque pelos proximos 2s.";"A adrenalina do rolamento posiciona a corda do arco pronta para um disparo imediato.";"synth_archer_reflexo_cacador";"85";"objects\obj_player\Step_0.gml";""
"archer_flecha_pesada";"Arqueiro";"Base (Tiro RÃ¡pido)";"Flecha Pesada";"IMPLEMENTADO";"Aumenta a forca de empurrao (knockback) das flechas em +50%.";"Hastes reforcadas de carvalho negro que jogam monstros no chao com impacto macico.";"synth_archer_flecha_pesada";"85";"scripts\scr_combat\scr_combat.gml";""
"archer_tiro_concentrado";"Arqueiro";"Base (Tiro RÃ¡pido)";"Tiro Concentrado";"IMPLEMENTADO";"Ficar parado por 1.5s garante 100% de chance de critico na proxima flecha.";"Paciencia e respiracao controlada garantindo letalidade absoluta no disparo.";"synth_archer_tiro_concentrado";"95";"scripts\scr_combat\scr_combat.gml";""
"archer_saque_rapido";"Arqueiro";"Base (Tiro RÃ¡pido)";"Saque Rapido";"IMPLEMENTADO";"Rolamento recarrega 15% mais rapido a cada acerto critico desferido.";"Ritmo muscular aprimorado que resfria esquivas conforme tiros certeiros encontram o alvo.";"synth_archer_saque_rapido";"105";"scripts\scr_combat\scr_combat.gml";""
"archer_glacial_flecha_estalactite";"Arqueiro";"Glacial (Ãgua/Gelo)";"Flecha de Estalactite";"IMPLEMENTADO";"Flechas aplicam 25% de lentidao acumulativa a cada impacto no alvo.";"Flechas com pontas esculpidas em pingentes gelados que congelam os passos das feras.";"synth_archer_glacial_flecha_estalactite";"85";"scripts\scr_combat\scr_combat.gml";""
"archer_glacial_pista_escorregadia";"Arqueiro";"Glacial (Ãgua/Gelo)";"Pista Escorregadia";"IMPLEMENTADO";"O rolamento deixa um rastro de agua congelada no solo que desorienta inimigos.";"O rolamento espalha agua cristalizada onde monstros derrapam e perdem o equilibrio.";"synth_archer_glacial_pista_escorregadia";"105";"objects\obj_player\Step_0.gml";""
"archer_glacial_chuva_torrencial";"Arqueiro";"Glacial (Ãgua/Gelo)";"Chuva Torrencial";"IMPLEMENTADO";"Toda 5Âª flecha atirada faz chover 4 projeteis aquaticos celestes em leque.";"Uma saraivada celestial de flechas liquefeitas que chovem sobre zonas inteiras.";"synth_archer_glacial_chuva_torrencial";"95";"scripts\scr_combat\scr_combat.gml";""
"archer_glacial_flecha_arpao";"Arqueiro";"Glacial (Ãgua/Gelo)";"Flecha Arpao";"IMPLEMENTADO";"Flechas perfurantes conectam alvos com agua, dividindo dano entre ate 3 monstros.";"Cordas de orvalho conectam os inimigos perfurados, dividindo os ferimentos entre todos.";"synth_archer_glacial_flecha_arpao";"115";"scripts\scr_combat\scr_combat.gml";""
"archer_glacial_brisa_curativa";"Arqueiro";"Glacial (Ãgua/Gelo)";"Brisa Curativa";"IMPLEMENTADO";"Abater inimigos sob lentidao libera goticulas que restauram 4 de HP.";"Gotas de agua purificada evaporam das vitimas lentas, restaurando a vitalidade do arqueiro.";"synth_archer_glacial_brisa_curativa";"200";"scripts\scr_combat\scr_combat.gml";""
"archer_glacial_nevoa_ilusoria";"Arqueiro";"Glacial (Ãgua/Gelo)";"Nevoa Ilusoria";"IMPLEMENTADO";"Inimigos dentro da nevoa do Rolamento perdem a linha de visao e erram seus ataques.";"Uma nÃ©voa densa que cega agressores na area de rolamento, fazendo-os golpear o ar.";"synth_archer_glacial_nevoa_ilusoria";"115";"objects\obj_player\Step_0.gml";""
"archer_glacial_perfurador_glacial";"Arqueiro";"Glacial (Ãgua/Gelo)";"Perfurador Glacial";"IMPLEMENTADO";"Tiros em alvos congelados causam o dobro de dano e quebram gelo em estilhacos.";"Tiros macicos contra carne congelada que quebram o alvo em estilhacos cortantes.";"synth_archer_glacial_perfurador_glacial";"135";"scripts\scr_combat\scr_combat.gml";""
"archer_glacial_tiro_maelstrom";"Arqueiro";"Glacial (Ãgua/Gelo)";"Tiro do Maelstrom";"IMPLEMENTADO";"A flecha se transforma em um redemoinho aquatico tragando monstros em sua trajetoria.";"A flecha gira criando um turbilhao tempestuoso que arrasta tudo pelo caminho.";"synth_archer_glacial_tiro_maelstrom";"145";"objects\obj_atk_arrow\Step_0.gml";""
"archer_balist_flecha_incendiaria";"Arqueiro";"Balista (Fogo)";"Flecha Incendiaria";"IMPLEMENTADO";"Flechas incendeiam inimigos atingidos causando dano de fogo continuo por 3s.";"Hastes ensopadas em pez ardente que cobrem agressores de labaredas continuas.";"synth_archer_balist_flecha_incendiaria";"95";"scripts\scr_combat\scr_combat.gml";""
"archer_balist_detonacao_parede";"Arqueiro";"Balista (Fogo)";"Detonacao de Parede";"IMPLEMENTADO";"Flechas que colidem com paredes explodem causando 30 de dano em area.";"Polvora concentrada que explode pirotecnicamente ao colidir contra as rochas das salas.";"synth_archer_balist_detonacao_parede";"105";"objects\obj_atk_arrow\Step_0.gml";""
"archer_balist_tiro_fragmentacao";"Arqueiro";"Balista (Fogo)";"Tiro de Fragmentacao";"IMPLEMENTADO";"O 3o disparo solta uma flecha que se divide em 3 fagulhas explosivas no impacto.";"A ponta da flecha se estilhaca em tres estopins explosivos ao atingir a carne inimiga.";"synth_archer_balist_tiro_fragmentacao";"115";"scripts\scr_combat\scr_combat.gml";""
"archer_balist_marca_purgatorio";"Arqueiro";"Balista (Fogo)";"Marca do Purgatorio";"IMPLEMENTADO";"Inimigos em chamas atingidos por criticos explodem causando combustao em massa.";"Inimigos em brasa explodem em combustao espontanea ao sofrerem perfuracoes criticas.";"synth_archer_balist_marca_purgatorio";"200";"scripts\scr_combat\scr_combat.gml";""
"archer_balist_propulsao_ardente";"Arqueiro";"Balista (Fogo)";"Propulsao Ardente";"IMPLEMENTADO";"O Tiro de Recuo (X) projeta o arqueiro 50% mais longe e deixa labaredas no solo.";"A explosao de recuo arremessa o heroi mais longe e transforma o piso em magma fervente.";"synth_archer_balist_propulsao_ardente";"135";"objects\obj_player\Step_0.gml";""
"archer_balist_polvora_concentrada";"Arqueiro";"Balista (Fogo)";"Polvora Concentrada";"IMPLEMENTADO";"+25% de raio de explosao para todos os efeitos de fogo do arqueiro.";"Composicao quimica aprimorada que alarga a onda de choque das explosoes de fogo.";"synth_archer_balist_polvora_concentrada";"200";"objects\obj_atk_arrow\Step_0.gml; objects\obj_player\Step_0.gml";""
"archer_balist_balista_piromante";"Arqueiro";"Balista (Fogo)";"Balista Piromante";"IMPLEMENTADO";"Ficar imovel acumula calor; a flecha atinge velocidade extrema e perfura todos os alvos.";"Acumulo termico que transforma o arco longo em um canhao capaz de derreter blindagens.";"synth_archer_balist_balista_piromante";"115";"scripts\scr_combat\scr_combat.gml; objects\obj_player\Step_0.gml";""
"archer_balist_fenix_cacadora";"Arqueiro";"Balista (Fogo)";"Fenix Cacadora";"IMPLEMENTADO";"O disparo vira uma fenix voadora teleguiada que persegue o inimigo mais perigoso.";"Um projetil com asas de fogo que curva a trajetoria para devastar monstros de elite e chefes.";"synth_archer_balist_fenix_cacadora";"155";"objects\obj_atk_arrow\Step_0.gml";""
"archer_venda_disparo_leque";"Arqueiro";"Vendaval (Vento)";"Disparo em Leque";"IMPLEMENTADO";"O ataque basico atira 3 flechas simultaneas em leque com 40% de dano cada.";"Tres flechas disparadas simultaneamente em arco frontal para varrer corredores inteiros.";"synth_archer_venda_disparo_leque";"105";"scripts\scr_combat\scr_combat.gml";""
"archer_venda_flecha_teleguiada";"Arqueiro";"Vendaval (Vento)";"Flecha Teleguiada";"IMPLEMENTADO";"Flechas curvam levemente a trajetoria no ar para encontrar inimigos proximos.";"Correntes de vento guiam a cauda das flechas na direcao exata dos corpos hostis.";"synth_archer_venda_flecha_teleguiada";"95";"objects\obj_atk_arrow\Step_0.gml";""
"archer_venda_tiro_supersonico";"Arqueiro";"Vendaval (Vento)";"Tiro Supersonico";"IMPLEMENTADO";"A velocidade da flecha dobra e o disparo anula projeteis menores no trajeto.";"Velocidade de saida descomunal que quebra a barreira do som e dissipa projeteis menores.";"synth_archer_venda_tiro_supersonico";"115";"scripts\scr_combat\scr_combat.gml";""
"archer_venda_rolamento_furacao";"Arqueiro";"Vendaval (Vento)";"Rolamento Furacao";"IMPLEMENTADO";"A Esquiva Ciclonica (X) empurra inimigos adjacentes para fora com rajada de vento.";"Vortice eolico descarregado ao rolar que abre espaco empurrando agressores para longe.";"synth_archer_venda_rolamento_furacao";"105";"objects\obj_player\Step_0.gml";""
"archer_venda_danca_ventos";"Arqueiro";"Vendaval (Vento)";"Danca dos Ventos";"IMPLEMENTADO";"Esquivar com sucesso concede +100% de velocidade de ataque para as proximas 2 flechas.";"Aproveitamento do vacuo pos-esquiva para desferir dois disparos instantaneos em sequencia.";"synth_archer_venda_danca_ventos";"135";"scripts\scr_combat\scr_combat.gml";""
"archer_venda_corte_tufao";"Arqueiro";"Vendaval (Vento)";"Corte do Tufao";"IMPLEMENTADO";"Flechas criam ondas de vacuo laterais causando dano raspante a alvos vizinhos.";"Laminas de ar comprimido nas pontas das hastes que arranham monstros nas bordas do tiro.";"synth_archer_venda_corte_tufao";"200";"objects\obj_atk_arrow\Step_0.gml";""
"archer_venda_passo_etereo";"Arqueiro";"Vendaval (Vento)";"Passo Etereo";"IMPLEMENTADO";"Aumenta o tempo de invulnerabilidade do Rolamento em +0.15 segundos.";"Imaterialidade eterea estendida enquanto o arqueiro gira e contorna garras e laminas.";"synth_archer_venda_passo_etereo";"135";"objects\obj_player\Step_0.gml";""
"archer_venda_tempestade_mil_tiros";"Arqueiro";"Vendaval (Vento)";"Tempestade de Mil Tiros";"IMPLEMENTADO";"Dispara uma torrente de 15 flechas ultrarrapidas em cone devastador a frente.";"Metralhadora de arcos desferindo uma torrente de flechas reluzentes pelo ar.";"synth_archer_venda_tempestade_mil_tiros";"145";"scripts\scr_combat\scr_combat.gml";""
"archer_terra_flecha_arpao_pedra";"Arqueiro";"Terra (Cataclismo)";"Flecha Arpao de Pedra";"IMPLEMENTADO";"Flechas pesadas que empurram inimigos ate paredes causam atordoamento de 1s.";"Pontas pesadas de granito que cravam monstros contra colunas e paredes rochosas.";"synth_archer_terra_flecha_arpao_pedra";"105";"objects\obj_enemy_parent\Step_0.gml";""
"archer_terra_tremores_impacto";"Arqueiro";"Terra (Cataclismo)";"Tremores de Impacto";"IMPLEMENTADO";"Cada flecha que atinge o solo solta uma mini-fissura que causa lentidao de 30%.";"Vibracoes teluricas no ponto de impacto que abrem fissuras desacelerando os passos.";"synth_archer_terra_tremores_impacto";"115";"scripts\scr_combat\scr_combat.gml";""
"archer_terra_flecha_enraizadora";"Arqueiro";"Terra (Cataclismo)";"Flecha Enraizadora";"IMPLEMENTADO";"A cada 4 acertos, raizes emergem do solo e prendem o monstro no lugar por 2s.";"Esporos vegetais concentrados que brotam raizes do chao prendendo o monstro no lugar.";"synth_archer_terra_flecha_enraizadora";"200";"scripts\scr_combat\scr_combat.gml";""
"archer_terra_postura_fortaleza";"Arqueiro";"Terra (Cataclismo)";"Postura da Fortaleza";"IMPLEMENTADO";"A Fixacao de Ancora (X) concede +15 de defesa fisica e imunidade a knockback.";"Estacas de aco fixadas no solo impedindo qualquer tipo de empurrao de bestas colossais.";"synth_archer_terra_postura_fortaleza";"200";"objects\obj_player\Step_0.gml";""
"archer_terra_balista_obsidiana";"Arqueiro";"Terra (Cataclismo)";"Balista de Obsidiana";"IMPLEMENTADO";"Flechas tem 35% de chance de despedacar armaduras e escudos inimigos.";"Perfuracao mineral afiada capaz de partir escudos pesados e estilhacar couracas.";"synth_archer_terra_balista_obsidiana";"135";"scripts\scr_combat\scr_combat.gml";""
"archer_terra_raizes_sanguineas";"Arqueiro";"Terra (Cataclismo)";"Raizes Sanguineas";"IMPLEMENTADO";"Inimigos enraizados sofrem +30% a mais de dano de qualquer fonte.";"As vinhas cravadas sugam o vigor da vitima tornando-a vulneravel a novos impactos.";"synth_archer_terra_raizes_sanguineas";"200";"scripts\scr_combat\scr_combat.gml";""
"archer_terra_estacas_defensivas";"Arqueiro";"Terra (Cataclismo)";"Estacas Defensivas";"IMPLEMENTADO";"Ao rolar, deixa 3 armadilhas de espinhos de pedra no solo causando dano.";"Espinhos de calcario deixados na esteira do rolamento para empalar perseguidores.";"synth_archer_terra_estacas_defensivas";"135";"objects\obj_player\Step_0.gml";""
"archer_terra_tiro_cataclismico";"Arqueiro";"Terra (Cataclismo)";"Tiro Cataclismico";"IMPLEMENTADO";"Dispara uma flecha colossal que perfura a sala inteira empurrando monstros.";"Uma estaca macica talhada em rocha pura que empurra fileiras inteiras pelo corredor.";"synth_archer_terra_tiro_cataclismico";"145";"scripts\scr_combat\scr_combat.gml";""
"archer_lendario_flecha_aurora_glacial";"Arqueiro";"HÃ­brido (Multi-elemental)";"Flecha da Aurora Glacial";"IMPLEMENTADO";"Flechas cravam estacas de gelo no solo que explodem em espinhos quando inimigos pisam.";"Minas de gelo pontiagudo cravadas no solo que estilham quando monstros se aproximam.";"synth_archer_aurora_glacial";"170";"objects\obj_atk_arrow\Step_0.gml";""
"archer_lendario_tempestade_ignea_aerea";"Arqueiro";"HÃ­brido (Multi-elemental)";"Tempestade Ignea Aerea";"IMPLEMENTADO";"Flechas em leque inflamam criando tres tornados de fogo moveis na sala.";"Ventos rodopiantes inflamam as hastes criando tres tornados de fogo pelo salao.";"synth_archer_tempestade_ignea";"170";"scripts\scr_combat\scr_combat.gml";""
"archer_lendario_chuva_lodo_acido";"Arqueiro";"HÃ­brido (Multi-elemental)";"Chuva de Lodo Acido";"IMPLEMENTADO";"Flechas de vapor toxico dissolvem resistencias e restauram vida proporcional ao dano.";"Vapor corrosivo que dissolve resistencias monstruosas e sara feridas do arqueiro.";"synth_archer_lodo_acido";"180";"scripts\scr_combat\scr_combat.gml";""
"archer_lendario_projetil_meteorico";"Arqueiro";"HÃ­brido (Multi-elemental)";"Projetil Meteorico";"IMPLEMENTADO";"Flechas deixam pocas de magma fervente e estilhacos que explodem apos 1s.";"Crateras ardentes onde as flechas atingem, detonando estilhacos incandescentes.";"synth_archer_projetil_meteorico";"180";"objects\obj_atk_arrow\Step_0.gml";""
"archer_lendario_olho_falcao_cosmico";"Arqueiro";"LendÃ¡rio (Supremo)";"Olho do Falcao Cosmico";"IMPLEMENTADO";"Alcance ilimitado; acertos criticos disparam flechas estelares celestes adicionais.";"Precisao estelar que enxerga alem dos muros convocando flechas celestes reluzentes.";"synth_archer_falcao_cosmico";"195";"scripts\scr_combat\scr_combat.gml";""
"archer_lendario_atirador_fantasma";"Arqueiro";"LendÃ¡rio (Supremo)";"Atirador Fantasma";"IMPLEMENTADO";"O rolamento deixa um clone translucido que atira junto com o arqueiro por 3s.";"Uma projecao espectral deixada no rolamento que espelha os disparos por alguns segundos.";"synth_archer_atirador_fantasma";"210";"objects\obj_player\Step_0.gml";""
"archer_lendario_saraivada_eterna";"Arqueiro";"LendÃ¡rio (Supremo)";"Saraivada Eterna";"IMPLEMENTADO";"Abater inimigos reinicia a recarga do Rolamento e dobra a velocidade de disparo temporariamente.";"Momentum de caca inesgotavel acelerando esquivas e cadencia a cada abate conquistado.";"synth_archer_saraivada_eterna";"200";"scripts\scr_combat\scr_combat.gml";""
"archer_lendario_flecha_julgamento";"Arqueiro";"LendÃ¡rio (Supremo)";"Flecha do Julgamento";"IMPLEMENTADO";"Toda 10Âª flecha dispara uma lanca divina que desintegra monstros com menos de 30% de vida.";"Um raio de luz divina que desintegra criaturas enfraquecidas em um estrondo celestial.";"synth_archer_flecha_julgamento";"220";"scripts\scr_combat\scr_combat.gml";""
"assassin_golpe_jugular";"Assassino";"Base (Furtividade)";"Golpe na Jugular";"IMPLEMENTADO";"Ataques pelas costas dos inimigos causam +75% de dano critico.";"Perfeicao cirurgica na ponta da adaga atingindo pontos vitais dos alvos pelas costas.";"synth_assassin_golpe_jugular";"0";"scripts\scr_combat\scr_combat.gml";""
"assassin_passo_silencioso";"Assassino";"Base (Furtividade)";"Passo Silencioso";"IMPLEMENTADO";"+25 de Velocidade de Movimento base; correr nao alerta inimigos fora de visao.";"Passadas incorporeas pelas penumbras permitindo flanquear sem atrair atencao.";"synth_assassin_passo_silencioso";"0";"scripts\scr_ai\scr_ai.gml";""
"assassin_laminas_gemeas";"Assassino";"Base (Furtividade)";"Laminas Gemeas";"IMPLEMENTADO";"Todo ataque basico desfere dois cortes rapidos em sucessao imediata.";"Manejo simetrico em cruz desferindo dois talhos rapidos a cada comando de ataque.";"synth_assassin_laminas_gemeas";"0";"scripts\scr_combat\scr_combat.gml";""
"assassin_adaga_envenenada";"Assassino";"Base (Furtividade)";"Adaga Envenenada";"IMPLEMENTADO";"Acertos criticos aplicam veneno mortal causando dano continuo por 4s.";"Extrato mortal de escorpioes da cripta que corroe o sangue das vitimas.";"synth_assassin_adaga_envenenada";"95";"scripts\scr_combat\scr_combat.gml";""
"assassin_saque_rapido_letal";"Assassino";"Base (Furtividade)";"Saque Rapido Letal";"IMPLEMENTADO";"Entrar em uma sala concede 100% de critico pelos primeiros 2s de combate.";"O primeiro golpe na entrada de qualquer embate atinge com letalidade estarrecedora.";"synth_assassin_saque_rapido_letal";"135";"scripts\scr_combat\scr_combat.gml";""
"assassin_esquiva_reflexa";"Assassino";"Base (Furtividade)";"Esquiva Reflexa";"IMPLEMENTADO";"+15% de chance de esquiva; esquivar com sucesso recarrega 1s de Invisibilidade.";"Instintos felinos que contornam garras afiadas no ultimo milisegundo possivel.";"synth_assassin_esquiva_reflexa";"65";"scripts\scr_combat\scr_combat.gml";""
