"id","classe","nome","efeito","status","Pontos 0 > 1","Pontos 2 > 4","Pontos 5 > 10"
"archer_lendario_chuva_lodo_acido","Arqueiro (Base)","Chuva de Lodo Acido","Flechas de vapor toxico dissolvem resistencias e restauram vida proporcional ao dano.","Sem Escalonamento (Flag > 0)","12","",""
"archer_lendario_projetil_meteorico","Arqueiro (Base)","Projetil Meteorico","Flechas deixam pocas de magma fervente e estilhacos que explodem apos 1s.","Sem Escalonamento (Flag > 0)","14","",""
"archer_lendario_olho_falcao_cosmico","Arqueiro (Base)","Olho do Falcao Cosmico","Alcance ilimitado; acertos criticos disparam flechas estelares celestes adicionais.","Sem Escalonamento (Flag > 0)","12","",""
"archer_lendario_atirador_fantasma","Arqueiro (Base)","Atirador Fantasma","O rolamento deixa um clone translucido que atira junto com o arqueiro por 3s.","Sem Escalonamento (Flag > 0)","13","",""
"archer_lendario_saraivada_eterna","Arqueiro (Base)","Saraivada Eterna","Abater inimigos reinicia a recarga do Rolamento e dobra a velocidade de disparo temporariamente.","Sem Escalonamento (Flag > 0)","15","",""
"archer_lendario_flecha_julgamento","Arqueiro (Base)","Flecha do Julgamento","Toda 10Âª flecha dispara uma lanca divina que desintegra monstros com menos de 30% de vida.","Sem Escalonamento (Flag > 0)","15","",""
"assassin_golpe_jugular","Assassino (Base)","Golpe na Jugular","Ataques pelas costas dos inimigos causam +75% de dano critico.","Sem Escalonamento (Flag > 0)","6","",""
"assassin_passo_silencioso","Assassino (Base)","Passo Silencioso","+25 de Velocidade de Movimento base; correr nao alerta inimigos fora de visao.","Escala com Rank","1","2","4"
"assassin_laminas_gemeas","Assassino (Base)","Laminas Gemeas","Todo ataque basico desfere dois cortes rapidos em sucessao imediata.","Sem Escalonamento (Flag > 0)","6","",""
"assassin_adaga_envenenada","Assassino (Base)","Adaga Envenenada","Acertos criticos aplicam veneno mortal causando dano continuo por 4s.","Escala com Rank","1","3","7"
"assassin_saque_rapido_letal","Assassino (Base)","Saque Rapido Letal","Entrar em uma sala concede 100% de critico pelos primeiros 2s de combate.","Sem Escalonamento (Flag > 0)","8","",""
"assassin_esquiva_reflexa","Assassino (Base)","Esquiva Reflexa","+15% de chance de esquiva; esquivar com sucesso recarrega 1s de Invisibilidade.","Escala com Rank","1","4","8"
"assassin_frenesi_sangue","Assassino (Base)","Frenesi de Sangue","Eliminar um monstro concede +10% de velocidade de ataque por 3s (acumula ate 5x).","Sem Escalonamento (Flag > 0)","6","",""
"assassin_execucao_fria","Assassino (Base)","Execucao Fria","Inimigos com menos de 25% de vida sofrem o dobro de dano de cortes normais.","Escala com Rank","1","4","8"
"assassin_emboscada_perfeita","Assassino (Base)","Emboscada Perfeita","Golpear a partir da Invisibilidade (X) atordoa o alvo por 1.5 segundos.","Sem Escalonamento (Flag > 0)","9","",""
"assassin_presteza_sombria","Assassino (Base)","Presteza Sombria","O tempo de recarga da habilidade de Invisibilidade e reduzido em 1.5 segundos.","Sem Escalonamento (Flag > 0)","4","",""
"assassin_espect_corte_fluido","Assassino (Espectral)","Corte Fluido","Atacar permite deslizar livremente atraves do modelo de colisao dos inimigos.","Sem Escalonamento (Flag > 0)","5","",""
"assassin_espect_gota_hemofagica","Assassino (Espectral)","Gota Hemofagica","Cortes criticos drenam a vitalidade do alvo, curando 4 de HP por golpe.","Sem Escalonamento (Flag > 0)","6","",""
"assassin_espect_nevoa_ilusoria","Assassino (Espectral)","Nevoa Ilusoria","Ao sofrer dano, dissipa em nevoa momentanea anulando o golpe (recarga: 20s).","Sem Escalonamento (Flag > 0)","4","",""
"assassin_espect_adaga_criogenica","Assassino (Espectral)","Adaga Criogenica","O 3o golpe de adaga esfria o sangue do alvo aplicando 40% de lentidao.","Sem Escalonamento (Flag > 0)","6","",""
"assassin_espect_afogamento_sombrio","Assassino (Espectral)","Afogamento Sombrio","Ataques furtivos silenciam e desarmam a vitima momentaneamente com bolha d'agua.","Sem Escalonamento (Flag > 0)","8","",""
"assassin_espect_passo_mares","Assassino (Espectral)","Passo das Mares","A Dissipacao em Nevoa (X) dura +1.5s e concede +40% de velocidade de deslocamento.","Sem Escalonamento (Flag > 0)","3","",""
"assassin_espect_estocada_gelo_fino","Assassino (Espectral)","Estocada de Gelo Fino","Golpear inimigos pelas costas enquanto lentos congela o alvo imediatamente por 1.5s.","Sem Escalonamento (Flag > 0)","7","",""
"assassin_espect_mare_ceifa","Assassino (Espectral)","Mare da Ceifa","Desfere uma sequencia de 8 cortes circulares rapidos fatiando tudo ao redor.","Sem Escalonamento (Flag > 0)","9","",""
"assassin_vulcan_corte_incandescente","Assassino (Vulcan)","Corte Incandescente","Adagas em chamas incendeiam alvos causando queimadura continua por 3s.","Sem Escalonamento (Flag > 0)","5","",""
"assassin_vulcan_estalo_polvora","Assassino (Vulcan)","Estalo de Polvora","O 3o ataque consecutivo no mesmo alvo detona uma explosao de 25 de dano.","Sem Escalonamento (Flag > 0)","6","",""
"assassin_vulcan_passo_explosivo","Assassino (Vulcan)","Passo Explosivo","A Bomba de Cinzas (X) causa 35 de dano de fogo e arremessa fagulhas em cone.","Sem Escalonamento (Flag > 0)","4","",""
"assassin_vulcan_marca_enxofre","Assassino (Vulcan)","Marca do Enxofre","Inimigos queimados pelo assassino causam 30% a menos de dano contra ele.","Sem Escalonamento (Flag > 0)","6","",""
"assassin_vulcan_combustao_fatal","Assassino (Vulcan)","Combustao Fatal","Abater inimigos com ataques furtivos os faz explodir incendiando quem estiver perto.","Sem Escalonamento (Flag > 0)","8","",""
"assassin_vulcan_lamina_magma","Assassino (Vulcan)","Lamina de Magma","100% do dano das adagas se torna Dano Magico de Fogo ignorando defesas fisicas.","Sem Escalonamento (Flag > 0)","5","",""
"assassin_vulcan_adrenalina_torrida","Assassino (Vulcan)","Adrenalina Torrida","Cada inimigo em chamas na sala concede +4% de velocidade de movimento ao heroi.","Sem Escalonamento (Flag > 0)","7","",""
"assassin_vulcan_supernova_sombria","Assassino (Vulcan)","Supernova Sombria","Consome todas as queimaduras ativas na sala em dano explosivo imediato.","Sem Escalonamento (Flag > 0)","9","",""
"assassin_tufao_lamina_vacuo","Assassino (TufÃ£o)","Lamina de Vacuo","Cortes com adagas estendem ondas cortantes que dobram o alcance dos ataques basicos.","Sem Escalonamento (Flag > 0)","5","",""
"assassin_tufao_celeridade_fantasma","Assassino (TufÃ£o)","Celeridade Fantasma","+35% de velocidade de ataque base permanente com as adagas duplas.","Escala com Rank","1","3","7"
"assassin_tufao_passo_sombras","Assassino (TufÃ£o)","Passo das Sombras","O Shadowstep (X) recarrega instantaneamente se o golpe das sombras abater o alvo.","Sem Escalonamento (Flag > 0)","4","",""
"assassin_tufao_esquiva_espectral","Assassino (TufÃ£o)","Esquiva Espectral","Esquivar com sucesso reposiciona o assassino instantaneamente nas costas do agressor.","Escala com Rank","1","4","8"
"assassin_tufao_tornado_adagas","Assassino (TufÃ£o)","Tornado de Adagas","Toda sequencia de 6 ataques lancao um vendaval cortante empurrando alvos a frente.","Sem Escalonamento (Flag > 0)","6","",""
"assassin_tufao_reflexos_celere","Assassino (TufÃ£o)","Reflexos Celere","Projeteis proximos podem ser destruidos ao serem atingidos por golpes de adaga.","Sem Escalonamento (Flag > 0)","5","",""
"assassin_tufao_pressao_eolica","Assassino (TufÃ£o)","Pressao Eolica","Inimigos atingidos por cortes de vento sofrem 30% de reducao de precisao.","Sem Escalonamento (Flag > 0)","7","",""
"assassin_tufao_mil_cortes_invisiveis","Assassino (TufÃ£o)","Mil Cortes Invisiveis","Teletransporta entre todos os inimigos da sala fatiando cada um 3 vezes em 0.5s.","Sem Escalonamento (Flag > 0)","9","",""
"assassin_obsid_corte_obsidiana","Assassino (Obsidiana)","Corte de Obsidiana","Ataques basicos ignoram completamente a armadura fisica de elites e chefes.","Sem Escalonamento (Flag > 0)","5","",""
"assassin_obsid_veneno_petrificante","Assassino (Obsidiana)","Veneno Petrificante","Inimigos envenenados acumulam toxina ate ficarem petrificados por 2s.","Sem Escalonamento (Flag > 0)","6","",""
"assassin_obsid_pele_petrea","Assassino (Obsidiana)","Pele Petrea","+8 de Defesa Fisica permanente; o assassino ganha grande resistencia a dano.","Escala com Rank","2","5","9"
"assassin_obsid_armadura_sismica","Assassino (Obsidiana)","Armadura Sismica","A Carapaca de Obsidiana (X) reflete 50% do dano corpo a corpo de volta ao agressor.","Sem Escalonamento (Flag > 0)","6","",""
"assassin_obsid_fratura_ossea","Assassino (Obsidiana)","Fratura Ossea","Criticos nas costas reduzem o poder de ataque do inimigo em 25% por 4s.","Sem Escalonamento (Flag > 0)","8","",""
"assassin_obsid_mercurio_liquido","Assassino (Obsidiana)","Mercurio Liquido","Venenos duram o dobro do tempo e causam 20% de lentidao constante.","Sem Escalonamento (Flag > 0)","4","",""
"assassin_obsid_mina_basalto","Assassino (Obsidiana)","Mina de Basalto","Sair da invisibilidade deixa para tras um cristal pontiagudo que perfura quem pisar.","Sem Escalonamento (Flag > 0)","7","",""
"assassin_obsid_golpe_tectonico","Assassino (Obsidiana)","Golpe Tectonico","Crava adagas no solo gerando um terremoto curto que esmaga monstros ao redor.","Sem Escalonamento (Flag > 0)","9","",""
"assassin_lendario_danca_vapor_letal","Assassino (Base)","Danca do Vapor Letal","Queimar alvos envenenados gera vapor fervente corrosivo derretendo defesas na sala.","Sem Escalonamento (Flag > 0)","12","",""
"assassin_lendario_tempestade_cristal","Assassino (Base)","Tempestade de Cristal","Golpes de vento quebram pedras de obsidiana espalhando estilhacos mortais em 360.","Sem Escalonamento (Flag > 0)","12","",""
"assassin_lendario_gelo_venenoso","Assassino (Base)","Gelo Venenoso","Monstros congelados sofrem dano de veneno 3x mais rapido sem descongelar.","Sem Escalonamento (Flag > 0)","13","",""
"assassin_lendario_lamina_plasma_igneo","Assassino (Base)","Lamina de Plasma Igneo","Criticos eletricos inflamam e aceleram a taxa de ataque em +50% por 3s.","Sem Escalonamento (Flag > 0)","14","",""
"assassin_lendario_sombra_suprema","Assassino (Base)","Sombra Suprema","Invisibilidade dobra velocidade de corrida e garante 3 acertos criticos seguidos.","Sem Escalonamento (Flag > 0)","15","",""
"assassin_lendario_ceifador_cosmico","Assassino (Base)","Ceifador Cosmico","Abater qualquer monstro restaura 10% de HP maximo e concede 1s de intangibilidade pura.","Sem Escalonamento (Flag > 0)","15","",""
"assassin_lendario_lamina_guilhotina","Assassino (Base)","Lamina da Guilhotina","Se o alvo tiver menos de 15% de HP, o golpe nas costas elimina instantaneamente.","Sem Escalonamento (Flag > 0)","14","",""
"assassin_lendario_eco_assassinos","Assassino (Base)","Eco dos Assassinos","Cada golpe critico conjura uma sombra clone que repete o mesmo golpe instantaneamente.","Sem Escalonamento (Flag > 0)","13","",""
"general_vigor","Geral (BaÃºs da Run)","Vigor","+1 de Regeneracao de Vida por segundo por rank.","Sem Escalonamento (Flag > 0)","3","",""
"general_fortuna","Geral (BaÃºs da Run)","Fortuna","+15% de Ouro recebido adicional por rank.","Sem Escalonamento (Flag > 0)","4","",""
"general_reflexos","Geral (BaÃºs da Run)","Reflexos","+2.5% de Chance de Esquiva total por rank.","Sem Escalonamento (Flag > 0)","5","",""
"general_folego_extra","Geral (BaÃºs da Run)","Folego Extra","+1 Carga de Segundo Folego (ressuscita imediatamente ao cair).","Sem Escalonamento (Flag > 0)","9","",""
"general_impeto","Geral (BaÃºs da Run)","Impeto","+3% de Reducao de Tempo de Recarga (CDR) por rank.","Escala com Rank","1","3","6"
"general_presteza","Geral (BaÃºs da Run)","Presteza","+8% de Velocidade de Ataque por rank.","Escala com Rank","1","3","6"
"general_precisao","Geral (BaÃºs da Run)","Precisao","+3% de Chance de Golpe Critico por rank (limite de 40%).","Escala com Rank","1","3","6"
"general_essencia","Geral (BaÃºs da Run)","Essencia Arcana","+3 de Poder Magico por rank.","Escala com Rank","1","2","4"
"general_aura","Geral (BaÃºs da Run)","Aura Protetora","+3 de Defesa Magica por rank.","Escala com Rank","1","2","4"
"general_forca","Geral (BaÃºs da Run)","Forca Bruta","+3 de Poder Fisico por rank.","Escala com Rank","1","2","4"
